,epoch,loss,time
0,1,4.585918426513672,2215
1,2,4.126094341278076,2215
2,3,3.3033952713012695,2215
3,4,3.1327531337738037,2215
4,5,3.1102371215820312,2215
5,6,3.0699267387390137,2215
6,7,3.044377088546753,2215
7,8,3.0458598136901855,2215
8,9,3.0259182453155518,2215
9,10,2.9896240234375,2215
10,11,2.9410736560821533,2215
11,12,2.909237861633301,2215
12,13,2.8777050971984863,2215
13,14,2.845795154571533,2215
14,15,2.8063786029815674,2215
15,16,2.775505304336548,2215
16,17,2.7354769706726074,2215
17,18,2.7162370681762695,2215
18,19,2.6921701431274414,2215
19,20,2.6793441772460938,2215
20,21,2.637420177459717,2215
21,22,2.624157667160034,2215
22,23,2.590991735458374,2215
23,24,2.596475124359131,2215
24,25,2.5422616004943848,2215
25,26,2.535871744155884,2215
26,27,2.513068199157715,2215
27,28,2.501128673553467,2215
28,29,2.506646156311035,2215
29,30,2.477336883544922,2215
30,31,2.4594578742980957,2215
31,32,2.4524312019348145,2215
32,33,2.4282023906707764,2215
33,34,2.4168789386749268,2215
34,35,2.403954029083252,2215
35,36,2.4019289016723633,2215
36,37,2.3817989826202393,2215
37,38,2.3869259357452393,2215
38,39,2.3779449462890625,2215
39,40,2.368396043777466,2215
40,41,2.360699415206909,2215
41,42,2.357759714126587,2215
42,43,2.324307918548584,2215
43,44,2.305713653564453,2215
44,45,2.3057234287261963,2215
45,46,2.3037543296813965,2215
46,47,2.2654783725738525,2215
47,48,2.2632322311401367,2215
48,49,2.25325345993042,2215
49,50,2.2690622806549072,2215
50,51,2.245958089828491,2215
51,52,2.2373805046081543,2215
52,53,2.232682943344116,2215
53,54,2.2005422115325928,2215
54,55,2.1917502880096436,2215
55,56,2.2232789993286133,2215
56,57,2.172853946685791,2215
57,58,2.1668832302093506,2215
58,59,2.164318799972534,2215
59,60,2.188333034515381,2215
60,61,2.161485195159912,2215
61,62,2.1533145904541016,2215
62,63,2.14578914642334,2215
63,64,2.136469602584839,2215
64,65,2.1238033771514893,2215
65,66,2.1310763359069824,2215
66,67,2.1156506538391113,2215
67,68,2.1196069717407227,2215
68,69,2.103330135345459,2215
69,70,2.1177752017974854,2215
70,71,2.0981643199920654,2215
71,72,2.0647456645965576,2215
72,73,2.0792224407196045,2215
73,74,2.0677366256713867,2215
74,75,2.067626953125,2215
75,76,2.059251308441162,2215
76,77,2.051741600036621,2215
77,78,2.046071767807007,2215
78,79,2.0536301136016846,2215
79,80,2.04801869392395,2215
80,81,2.0359702110290527,2215
81,82,2.054919481277466,2215
82,83,2.018385648727417,2215
83,84,2.0208325386047363,2215
84,85,1.9953495264053345,2215
85,86,2.006446599960327,2215
86,87,1.990356206893921,2215
87,88,1.9774916172027588,2215
88,89,1.9991668462753296,2215
89,90,1.9834420680999756,2215
90,91,1.9749778509140015,2215
91,92,1.9787077903747559,2215
92,93,1.9561920166015625,2215
93,94,1.9620221853256226,2215
94,95,1.9622244834899902,2215
95,96,1.9420244693756104,2215
96,97,1.9277986288070679,2215
97,98,1.9353466033935547,2215
98,99,1.938254714012146,2215
99,100,1.9441158771514893,2215
100,101,1.9320207834243774,2215
101,102,1.923235297203064,2215
102,103,1.9428285360336304,2215
103,104,1.8918546438217163,2215
104,105,1.9096224308013916,2215
105,106,1.9053171873092651,2215
106,107,1.9188482761383057,2215
107,108,1.906899094581604,2215
108,109,1.8957114219665527,2215
109,110,1.8923372030258179,2215
110,111,1.8783239126205444,2215
111,112,1.8856890201568604,2215
112,113,1.8802708387374878,2215
113,114,1.888074278831482,2215
114,115,1.87957763671875,2215
115,116,1.8953982591629028,2215
116,117,1.868267297744751,2215
117,118,1.8590530157089233,2215
118,119,1.880331039428711,2215
119,120,1.867929220199585,2215
120,121,1.8666115999221802,2215
121,122,1.8688502311706543,2215
122,123,1.8572945594787598,2215
123,124,1.8727035522460938,2215
124,125,1.8404051065444946,2215
125,126,1.87211012840271,2215
126,127,1.8189175128936768,2215
127,128,1.8368674516677856,2215
128,129,1.8483964204788208,2215
129,130,1.827202558517456,2215
130,131,1.822957158088684,2215
131,132,1.8211545944213867,2215
132,133,1.8411998748779297,2215
133,134,1.821563959121704,2215
134,135,1.8270766735076904,2215
135,136,1.8240846395492554,2215
136,137,1.8078734874725342,2215
137,138,1.8159300088882446,2215
138,139,1.7946850061416626,2215
139,140,1.7943488359451294,2215
140,141,1.81732177734375,2215
141,142,1.8328757286071777,2215
142,143,1.8018673658370972,2215
143,144,1.7918592691421509,2215
144,145,1.806252360343933,2215
145,146,1.7863547801971436,2215
146,147,1.8002158403396606,2215
147,148,1.809836506843567,2215
148,149,1.767531394958496,2215
149,150,1.7889199256896973,2215
150,151,1.7883222103118896,2215
151,152,1.783407211303711,2215
152,153,1.757769227027893,2215
153,154,1.7778748273849487,2215
154,155,1.786379098892212,2215
155,156,1.770254373550415,2215
156,157,1.7721744775772095,2215
157,158,1.7641974687576294,2215
158,159,1.7761014699935913,2215
159,160,1.7625397443771362,2215
160,161,1.7601957321166992,2215
161,162,1.7436730861663818,2215
162,163,1.8043943643569946,2215
163,164,1.7947534322738647,2215
164,165,1.7498154640197754,2215
165,166,1.7635477781295776,2215
166,167,1.7366557121276855,2215
167,168,1.7515125274658203,2215
168,169,1.7425774335861206,2215
169,170,1.7418681383132935,2215
170,171,1.7464499473571777,2215
171,172,1.7293949127197266,2215
172,173,1.7446703910827637,2215
173,174,1.7248737812042236,2215
174,175,1.7209938764572144,2215
175,176,1.7545254230499268,2215
176,177,1.7130247354507446,2215
177,178,1.7352057695388794,2215
178,179,1.7301191091537476,2215
179,180,1.7463581562042236,2215
180,181,1.7222723960876465,2215
181,182,1.7316007614135742,2215
182,183,1.735464096069336,2215
183,184,1.7168493270874023,2215
184,185,1.729946255683899,2215
185,186,1.7112252712249756,2215
186,187,1.7117594480514526,2215
187,188,1.6956729888916016,2215
188,189,1.7233829498291016,2215
189,190,1.713326334953308,2215
190,191,1.7125216722488403,2215
191,192,1.7326629161834717,2215
192,193,1.7026705741882324,2215
193,194,1.6990419626235962,2215
194,195,1.720461368560791,2215
195,196,1.7002263069152832,2215
196,197,1.7085174322128296,2215
197,198,1.7034798860549927,2215
198,199,1.6950585842132568,2215
199,200,1.6923916339874268,2215
200,201,1.6930538415908813,2215
201,202,1.7272896766662598,2215
202,203,1.7036852836608887,2215
203,204,1.7153453826904297,2215
204,205,1.692602515220642,2215
205,206,1.6796681880950928,2215
206,207,1.6764439344406128,2215
207,208,1.693101167678833,2215
208,209,1.679308295249939,2215
209,210,1.6868966817855835,2215
210,211,1.6804046630859375,2215
211,212,1.6813855171203613,2215
212,213,1.6871322393417358,2215
213,214,1.6797637939453125,2215
214,215,1.6834206581115723,2215
215,216,1.6955740451812744,2215
216,217,1.681885838508606,2215
217,218,1.6916542053222656,2215
218,219,1.6692655086517334,2215
219,220,1.6585335731506348,2215
220,221,1.6787830591201782,2215
221,222,1.690292477607727,2215
222,223,1.6743428707122803,2215
223,224,1.676648497581482,2215
224,225,1.6548625230789185,2215
225,226,1.6596288681030273,2215
226,227,1.6768643856048584,2215
227,228,1.675607681274414,2215
228,229,1.6555640697479248,2215
229,230,1.670296549797058,2215
230,231,1.6800810098648071,2215
231,232,1.671791672706604,2215
232,233,1.6550973653793335,2215
233,234,1.6788058280944824,2215
234,235,1.6541825532913208,2215
235,236,1.6488577127456665,2215
236,237,1.663110613822937,2215
237,238,1.670413613319397,2215
238,239,1.6390891075134277,2215
239,240,1.6640549898147583,2215
240,241,1.629271149635315,2215
241,242,1.6379026174545288,2215
242,243,1.656026840209961,2215
243,244,1.6738523244857788,2215
244,245,1.6512364149093628,2215
245,246,1.6615831851959229,2215
246,247,1.6473157405853271,2215
247,248,1.6188551187515259,2215
248,249,1.6472022533416748,2215
249,250,1.659416675567627,2215
250,251,1.643532633781433,2215
251,252,1.6486214399337769,2215
252,253,1.6544328927993774,2215
253,254,1.6828566789627075,2215
254,255,1.6507868766784668,2215
255,256,1.6406832933425903,2215
256,257,1.6326802968978882,2215
257,258,1.6322344541549683,2215
258,259,1.6348092555999756,2215
259,260,1.6552143096923828,2215
260,261,1.6588060855865479,2215
261,262,1.6400034427642822,2215
262,263,1.6457035541534424,2215
263,264,1.6617037057876587,2215
264,265,1.6381868124008179,2215
265,266,1.6146323680877686,2215
266,267,1.6218290328979492,2215
267,268,1.6395189762115479,2215
268,269,1.631581425666809,2215
269,270,1.6028599739074707,2215
270,271,1.6098504066467285,2215
271,272,1.6444997787475586,2215
272,273,1.62086021900177,2215
273,274,1.603511929512024,2215
274,275,1.6321220397949219,2215
275,276,1.6359291076660156,2215
276,277,1.6137633323669434,2215
277,278,1.6225844621658325,2215
278,279,1.6272883415222168,2215
279,280,1.6117048263549805,2215
280,281,1.611916422843933,2215
281,282,1.606730580329895,2215
282,283,1.618914246559143,2215
283,284,1.6233593225479126,2215
284,285,1.6189509630203247,2215
285,286,1.6394490003585815,2215
286,287,1.6280604600906372,2215
287,288,1.6328125,2215
288,289,1.6118196249008179,2215
289,290,1.6154534816741943,2215
290,291,1.6257559061050415,2215
291,292,1.629813313484192,2215
292,293,1.6068894863128662,2215
293,294,1.6099201440811157,2215
294,295,1.6185098886489868,2215
295,296,1.59213125705719,2215
296,297,1.6372580528259277,2215
297,298,1.610206127166748,2215
298,299,1.6186981201171875,2215
299,300,1.6183313131332397,2215
300,301,1.6031537055969238,2215
301,302,1.607623815536499,2215
302,303,1.612291693687439,2215
303,304,1.6170601844787598,2215
304,305,1.6222131252288818,2215
305,306,1.6003968715667725,2215
306,307,1.60552179813385,2215
307,308,1.6223702430725098,2215
308,309,1.613999605178833,2215
309,310,1.6071158647537231,2215
310,311,1.5900578498840332,2215
311,312,1.6133664846420288,2215
312,313,1.5868386030197144,2215
