,epoch,loss,time
0,1,4.612986087799072,1707
1,2,4.037801265716553,1707
2,3,3.339423656463623,1707
3,4,3.2737550735473633,1707
4,5,3.321822166442871,1707
5,6,3.1206088066101074,1707
6,7,2.928161144256592,1707
7,8,2.8595354557037354,1707
8,9,2.851773500442505,1707
9,10,2.7921202182769775,1707
10,11,2.699836254119873,1707
11,12,2.657019853591919,1707
12,13,2.6132254600524902,1707
13,14,2.5545003414154053,1707
14,15,2.511504650115967,1707
15,16,2.487139940261841,1707
16,17,2.4710562229156494,1707
17,18,2.449079751968384,1707
18,19,2.411381959915161,1707
19,20,2.384279489517212,1707
20,21,2.382350206375122,1707
21,22,2.3541741371154785,1707
22,23,2.316445827484131,1707
23,24,2.30015230178833,1707
24,25,2.291344404220581,1707
25,26,2.289473056793213,1707
26,27,2.2798945903778076,1707
27,28,2.2382216453552246,1707
28,29,2.22420597076416,1707
29,30,2.240737199783325,1707
30,31,2.2086050510406494,1707
31,32,2.189870595932007,1707
32,33,2.1694705486297607,1707
33,34,2.1840898990631104,1707
34,35,2.159855365753174,1707
35,36,2.1113104820251465,1707
36,37,2.1052212715148926,1707
37,38,2.112314462661743,1707
38,39,2.099653482437134,1707
39,40,2.0976696014404297,1707
40,41,2.072603702545166,1707
41,42,2.065027952194214,1707
42,43,2.050881862640381,1707
43,44,2.0750625133514404,1707
44,45,2.0334177017211914,1707
45,46,2.0161707401275635,1707
46,47,2.009202003479004,1707
47,48,2.0014708042144775,1707
48,49,1.989549160003662,1707
49,50,2.000821113586426,1707
50,51,1.9711573123931885,1707
51,52,1.9675559997558594,1707
52,53,1.9588265419006348,1707
53,54,1.9443144798278809,1707
54,55,1.950057029724121,1707
55,56,1.9228214025497437,1707
56,57,1.9203710556030273,1707
57,58,1.9293344020843506,1707
58,59,1.9153938293457031,1707
59,60,1.8951653242111206,1707
60,61,1.8906981945037842,1707
61,62,1.8848357200622559,1707
62,63,1.8880892992019653,1707
63,64,1.8741278648376465,1707
64,65,1.8782002925872803,1707
65,66,1.851257085800171,1707
66,67,1.864777684211731,1707
67,68,1.8338446617126465,1707
68,69,1.8539568185806274,1707
69,70,1.8381364345550537,1707
70,71,1.8281896114349365,1707
71,72,1.8136310577392578,1707
72,73,1.8400310277938843,1707
73,74,1.797959566116333,1707
74,75,1.8126641511917114,1707
75,76,1.8339828252792358,1707
76,77,1.809221625328064,1707
77,78,1.7841154336929321,1707
78,79,1.8120609521865845,1707
79,80,1.8040134906768799,1707
80,81,1.7807629108428955,1707
81,82,1.7623149156570435,1707
82,83,1.7728890180587769,1707
83,84,1.7682623863220215,1707
84,85,1.7641161680221558,1707
85,86,1.7496390342712402,1707
86,87,1.7577487230300903,1707
87,88,1.7350283861160278,1707
88,89,1.7624032497406006,1707
89,90,1.7616453170776367,1707
90,91,1.731579303741455,1707
91,92,1.7358368635177612,1707
92,93,1.7547428607940674,1707
93,94,1.7383065223693848,1707
94,95,1.731103777885437,1707
95,96,1.7388036251068115,1707
96,97,1.71938157081604,1707
97,98,1.7154216766357422,1707
98,99,1.709261417388916,1707
99,100,1.7293591499328613,1707
100,101,1.7187708616256714,1707
101,102,1.6909197568893433,1707
102,103,1.7003165483474731,1707
103,104,1.6897917985916138,1707
104,105,1.6966276168823242,1707
105,106,1.6830368041992188,1707
106,107,1.679993987083435,1707
107,108,1.6836035251617432,1707
108,109,1.6827683448791504,1707
109,110,1.6736892461776733,1707
110,111,1.6810593605041504,1707
111,112,1.679099678993225,1707
112,113,1.6803873777389526,1707
113,114,1.653522253036499,1707
114,115,1.677569031715393,1707
115,116,1.6624011993408203,1707
116,117,1.6701655387878418,1707
117,118,1.6413121223449707,1707
118,119,1.6634466648101807,1707
119,120,1.646697759628296,1707
120,121,1.6455976963043213,1707
121,122,1.6593215465545654,1707
122,123,1.6409742832183838,1707
123,124,1.6417040824890137,1707
124,125,1.6477789878845215,1707
125,126,1.665153980255127,1707
126,127,1.6579909324645996,1707
127,128,1.656061053276062,1707
128,129,1.6396111249923706,1707
129,130,1.6208428144454956,1707
130,131,1.6304247379302979,1707
131,132,1.6434506177902222,1707
132,133,1.621669888496399,1707
133,134,1.6144036054611206,1707
134,135,1.608870506286621,1707
135,136,1.610109567642212,1707
136,137,1.6193417310714722,1707
137,138,1.6133619546890259,1707
138,139,1.6241761445999146,1707
139,140,1.5997838973999023,1707
140,141,1.6212191581726074,1707
141,142,1.6229902505874634,1707
142,143,1.6367473602294922,1707
143,144,1.5995193719863892,1707
144,145,1.597688913345337,1707
145,146,1.5938642024993896,1707
146,147,1.5846693515777588,1707
147,148,1.6162943840026855,1707
148,149,1.5937913656234741,1707
149,150,1.5896631479263306,1707
150,151,1.5899021625518799,1707
151,152,1.6074901819229126,1707
152,153,1.5961799621582031,1707
153,154,1.5992649793624878,1707
154,155,1.5964211225509644,1707
155,156,1.5862691402435303,1707
156,157,1.5880175828933716,1707
157,158,1.5803266763687134,1707
158,159,1.6138561964035034,1707
159,160,1.5720248222351074,1707
160,161,1.604738473892212,1707
161,162,1.5623722076416016,1707
162,163,1.58030366897583,1707
163,164,1.5774128437042236,1707
164,165,1.5617504119873047,1707
165,166,1.565687656402588,1707
166,167,1.569989800453186,1707
167,168,1.5886945724487305,1707
168,169,1.5780885219573975,1707
169,170,1.5837942361831665,1707
170,171,1.5443392992019653,1707
171,172,1.5681060552597046,1707
172,173,1.600716471672058,1707
173,174,1.560344934463501,1707
174,175,1.5732803344726562,1707
175,176,1.543935775756836,1707
176,177,1.5738919973373413,1707
177,178,1.561299443244934,1707
178,179,1.562074899673462,1707
179,180,1.5640394687652588,1707
180,181,1.5705138444900513,1707
181,182,1.5454142093658447,1707
182,183,1.5581915378570557,1707
183,184,1.5652084350585938,1707
184,185,1.591790795326233,1707
185,186,1.5407488346099854,1707
186,187,1.5631157159805298,1707
187,188,1.5176453590393066,1707
188,189,1.536149263381958,1707
189,190,1.5684112310409546,1707
190,191,1.5393396615982056,1707
191,192,1.5320451259613037,1707
192,193,1.5451772212982178,1707
193,194,1.540942668914795,1707
194,195,1.5459092855453491,1707
195,196,1.524417519569397,1707
196,197,1.5355867147445679,1707
197,198,1.5562037229537964,1707
198,199,1.5261400938034058,1707
199,200,1.5272001028060913,1707
200,201,1.551985740661621,1707
201,202,1.5335972309112549,1707
202,203,1.5410016775131226,1707
203,204,1.5389537811279297,1707
204,205,1.5287226438522339,1707
205,206,1.5315924882888794,1707
206,207,1.522084355354309,1707
207,208,1.5129554271697998,1707
208,209,1.5239269733428955,1707
209,210,1.519113540649414,1707
